0  53 32 44 0
1  0 32 0 0
2  36 5 19 39
3  62 23 63 0
4  11 32 36 0
5  63 32 44 32
6  36 39 36 57
7  63 57 36 57
8  62 23 53 32
9  44 57 36 57
10  36 0 36 57
11  63 39 44 57
12  44 57 36 63
13  63 57 44 5
14  63 48 36 0
15  36 48 44 0
16  53 14 53 23
17  36 5 36 39
18  62 0 19 0
19  36 0 44 39
20  36 32 36 48
21  53 57 44 57
22  63 57 63 57
23  19 0 19 23
24  36 0 62 39
25  63 63 63 57
26  36 57 44 63
27  36 32 44 0
28  44 32 36 57
29  53 32 63 39
30  44 57 63 57
31  63 5 44 57
32  11 23 44 23
33  36 48 19 0
34  19 23 11 32
35  36 0 19 32
36  36 57 62 32
37  44 39 28 32
38  44 32 19 14
39  36 14 19 23
40  11 23 11 23
41  19 23 28 32
42  11 32 44 32
43  36 0 36 0
44  36 32 36 0
45  44 0 36 32
46  36 32 28 23
47  62 0 53 23
48  19 57 36 32
49  62 23 53 0
50  36 32 63 0
51  19 23 19 23
52  44 39 44 5
53  44 32 36 57
54  44 23 44 0
55  11 23 36 0
56  11 0 2 14
57  44 39 19 48
58  62 5 36 0
59  63 0 36 14
60  44 0 62 23
61  36 32 62 0
62  63 57 19 57
63  63 32 36 0
64  36 39 63 48
65  19 23 11 0
66  53 57 44 57
67  19 48 44 0
68  19 23 11 0
69  63 39 19 0
70  11 32 19 14
71  44 0 44 23
72  36 0 19 32
73  19 0 44 39
74  36 57 63 57
75  63 23 53 39
76  19 32 19 39
77  28 32 19 39
78  19 5 44 0
79  44 32 2 32
80  36 0 36 5
81  36 57 36 32
82  44 23 53 23
83  36 57 36 32
84  44 32 44 32
85  36 32 11 5
86  44 23 44 32
87  36 0 62 32
88  19 48 19 0
89  19 23 19 39
90  36 32 36 0
91  36 23 36 0
92  2 0 36 0
93  63 57 36 23
94  19 23 44 5
95  44 23 63 23
96  19 32 44 32
97  36 23 36 32
98  19 23 19 32
99  19 0 44 0
100  36 0 36 48
101  53 5 19 39
102  19 5 44 0
103  53 0 19 39
104  36 0 11 0
105  44 0 36 57
106  53 0 44 0
107  36 0 44 0
108  63 57 28 0
109  36 0 11 0
110  19 32 19 0
111  36 32 19 5
112  36 32 44 0
113  36 14 36 57
114  36 23 62 32
115  11 32 11 5
116  36 23 63 32
117  62 0 36 39
118  11 23 11 0
119  19 23 44 32
120  36 0 28 39
121  62 0 36 57
122  44 0 44 0
123  19 23 19 57
124  36 48 36 23
125  36 32 19 39
126  44 0 19 14
127  19 5 44 5
128  53 32 11 39
129  36 5 44 57
130  63 39 36 57
131  36 39 63 0
132  53 5 19 0
133  44 0 62 32
134  2 23 44 0
135  36 48 36 23
136  11 32 44 0
137  36 57 19 5
138  19 32 63 32
139  28 0 28 0
140  36 0 44 57
141  53 23 63 0
142  11 32 11 48
143  11 0 19 0
144  19 32 19 48
145  44 57 36 39
146  44 57 63 57
147  53 32 19 57
148  44 5 63 57
149  36 5 11 0
150  36 32 63 39
151  63 32 36 32
152  19 32 63 0
153  28 32 2 0
154  62 32 36 39
155  19 0 63 32
156  36 39 19 39
157  63 57 19 32
158  44 32 44 0
159  19 57 19 0
160  36 63 63 48
161  63 5 62 5
162  36 23 36 5
163  36 23 44 63
164  36 57 62 63
165  36 14 36 57
166  36 5 62 14
167  63 63 44 63
168  36 63 63 23
169  44 63 36 32
170  44 14 36 63
171  44 63 63 63
172  63 32 53 5
173  63 23 44 23
174  44 48 36 63
175  53 57 62 5
176  36 57 36 63
177  44 63 36 5
178  36 63 53 63
179  62 63 36 5
180  36 57 44 23
181  63 63 44 63
182  44 63 63 63
183  44 63 44 23
184  53 63 36 63
185  36 63 36 39
186  63 5 44 5
187  44 63 44 57
188  53 32 36 63
189  36 63 63 14
190  44 63 44 63
191  36 63 63 5
192  36 5 36 63
193  62 63 63 39
194  63 63 63 57
195  44 23 62 23
196  62 14 36 63
197  36 63 63 23
198  63 39 44 23
199  44 63 44 63
200  36 57 44 63
201  44 57 36 63
202  44 63 63 23
203  63 63 44 63
204  44 14 63 5
205  36 5 19 5
206  36 57 36 63
207  36 5 36 39
208  44 63 63 57
209  44 32 63 63
210  63 63 44 63
211  36 32 44 63
212  36 14 36 63
213  44 5 44 57
214  36 5 44 5
215  63 63 44 63
216  28 32 63 5
217  44 63 36 63
218  28 57 19 5
219  36 5 53 14
220  62 63 36 63
221  63 63 53 63
222  28 57 63 63
223  36 63 63 23
224  36 5 53 63
225  62 63 44 5
226  44 63 36 63
