97  2234.5 1.28 60 0  2975 1.26 60 0  2187 1.28 60 0  2983.5 1.27 60 0  
98  2130.5 1.26 60 0  2975 1.26 60 0  2138.5 1.26 60 0  2965 1.27 60 0  
99  2132 1.26 60 0  2951.5 1.23 60 0  2295.5 1.29 60 0  2982.5 1.23 60 0  
100  2221 1.28 60 0  2964 1.23 60 0  2210 1.28 60 0  2982.5 1.29 60 0  
101  2306.5 1.3 60 0  2985.5 1.24 60 0  2148.5 1.26 60 0  2960.5 1.28 60 0  
102  2125.5 1.26 60 0  2985.5 1.24 60 0  2260.5 1.29 60 0  2979 1.23 60 0  
103  2311 1.3 60 0  2993 1.23 60 0  2147 1.26 60 0  2979 1.28 60 0  
104  2238 1.28 60 0  2993 1.23 60 0  2109 1.25 60 0  2962 1.23 60 0  
105  2263.5 1.29 60 0  2978 1.23 60 0  2235.5 1.28 60 0  2964.5 1.3 60 0  
106  2298.5 1.3 60 0  2983.5 1.23 60 0  2293.5 1.29 60 0  2979 1.23 60 0  
107  2247 1.28 60 0  2983.5 1.23 60 0  2255 1.29 60 0  2979 1.23 60 0  
108  2350.5 1.32 60 0  2996.5 1.3 60 0  2183.5 1.27 60 0  2972 1.23 60 0  
109  2192.5 1.28 60 0  2996.5 1.23 60 0  2088 1.25 60 0  2962.5 1.23 60 0  
110  2157 1.26 60 0  2970 1.27 60 0  2132 1.26 60 0  2950.5 1.23 60 0  
111  2228 1.28 60 0  2972 1.27 60 0  2133 1.26 60 0  2951 1.24 60 0  
112  2185.5 1.28 60 0  2972 1.27 60 0  2284.5 1.29 60 0  2983 1.23 60 0  
113  2204.5 1.28 60 0  2968 1.25 60 0  2211.5 1.28 60 0  2983 1.3 60 0  
114  2208.5 1.28 60 0  2968 1.26 60 0  2337.5 1.31 60 0  2989.5 1.27 60 0  
115  2097.5 1.25 60 0  2968 1.27 60 0  2077 1.25 60 0  2989.5 1.24 60 0  
116  2202.5 1.28 60 0  2968.5 1.26 60 0  2358 1.32 60 0  2996.5 1.27 60 0  
117  2329.5 1.31 60 0  2988.5 1.23 60 0  2189.5 1.28 60 0  2996.5 1.28 60 0  
118  2103.5 1.25 60 0  2988.5 1.26 60 0  2091.5 1.25 60 0  2961.5 1.23 60 0  
119  2134.5 1.26 60 0  2960 1.26 60 0  2294 1.29 60 0  2987 1.27 60 0  
120  2244.5 1.28 60 0  2976.5 1.23 60 0  2169 1.27 60 0  2987 1.28 60 0  
121  2325 1.31 60 0  2983.5 1.23 60 0  2191.5 1.28 60 0  2959 1.3 60 0  
122  2265.5 1.29 60 0  2984.5 1.23 60 0  2270.5 1.29 60 0  2984.5 1.23 60 0  
123  2122.5 1.26 60 0  2984.5 1.26 60 0  2141 1.26 60 0  2984.5 1.3 60 0  
124  2201 1.28 60 0  2968 1.29 60 0  2217.5 1.28 60 0  2970.5 1.26 60 0  
125  2200 1.28 60 0  2969 1.27 60 0  2167.5 1.26 60 0  2970.5 1.28 60 0  
126  2290 1.29 60 0  2980 1.23 60 0  2149 1.26 60 0  2960.5 1.25 60 0  
127  2162.5 1.26 60 0  2980 1.24 60 0  2278.5 1.29 60 0  2987 1.24 60 0  
128  2312 1.3 60 0  2983.5 1.27 60 0  2084 1.25 60 0  2987 1.28 60 0  
129  2185 1.28 60 0  2983.5 1.24 60 0  2247.5 1.29 60 0  2968.5 1.3 60 0  
130  2342 1.32 60 0  2984.5 1.28 60 0  2189 1.28 60 0  2968.5 1.3 60 0  
131  2196.5 1.28 60 0  2984.5 1.28 60 0  2369.5 1.32 60 0  2993.5 1.23 60 0  
132  2321.5 1.3 60 0  2987.5 1.24 60 0  2175 1.26 60 0  2993.5 1.23 60 0  
133  2255.5 1.29 60 0  2987.5 1.23 60 0  2327.5 1.31 60 0  2986.5 1.27 60 0  
134  2062.5 1.24 60 0  2974 1.26 60 0  2287.5 1.29 60 0  2986.5 1.23 60 0  
135  2216 1.28 60 0  2962.5 1.29 60 0  2233.5 1.28 60 0  2983.5 1.26 60 0  
136  2103.5 1.25 60 0  2962.5 1.27 60 0  2293 1.29 60 0  2983.5 1.23 60 0  
137  2177.5 1.28 60 0  2951.5 1.3 60 0  2135 1.26 60 0  2983.5 1.24 60 0  
138  2163.5 1.26 60 0  2954.5 1.27 60 0  2337.5 1.32 60 0  2988.5 1.27 60 0  
139  2195.5 1.27 60 0  2970.5 1.23 60 0  2184.5 1.27 60 0  2988.5 1.23 60 0  
140  2214.5 1.28 60 0  2970.5 1.23 60 0  2239.5 1.29 60 0  2970 1.3 60 0  
141  2311.5 1.3 60 0  2984 1.26 60 0  2340 1.32 60 0  2990 1.23 60 0  
142  2111 1.25 60 0  2984 1.27 60 0  2108 1.25 60 0  2990 1.29 60 0  
143  2106.5 1.25 60 0  2958.5 1.23 60 0  2147 1.26 60 0  2968.5 1.23 60 0  
144  2156.5 1.26 60 0  2958.5 1.27 60 0  2113.5 1.26 60 0  2968.5 1.29 60 0  
145  2251.5 1.29 60 0  2965.5 1.3 60 0  2222.5 1.28 60 0  2957 1.28 60 0  
146  2265.5 1.29 60 0  2970.5 1.3 60 0  2401 1.34 60 0  2998 1.3 60 0  
147  2313 1.3 60 0  2981 1.27 60 0  2142 1.26 60 0  2998 1.3 60 0  
148  2243 1.29 60 0  2981 1.24 60 0  2341 1.32 60 0  2985.5 1.3 60 0  
149  2237.5 1.28 60 0  2976 1.24 60 0  2109 1.25 60 0  2985.5 1.23 60 0  
150  2240 1.28 60 0  2976 1.27 60 0  2357.5 1.32 60 0  2993.5 1.28 60 0  
151  2346 1.32 60 0  2986.5 1.27 60 0  2226.5 1.28 60 0  2993.5 1.27 60 0  
152  2117.5 1.26 60 0  2986.5 1.27 60 0  2328.5 1.32 60 0  2984.5 1.23 60 0  
153  2173.5 1.27 60 0  2956 1.27 60 0  2047.5 1.24 60 0  2984.5 1.23 60 0  
154  2322.5 1.31 60 0  2984 1.27 60 0  2197 1.28 60 0  2963 1.28 60 0  
155  2142.5 1.26 60 0  2984 1.23 60 0  2342 1.32 60 0  2990 1.27 60 0  
156  2239.5 1.28 60 0  2967.5 1.28 60 0  2151.5 1.26 60 0  2990 1.28 60 0  
157  2355 1.32 60 0  2989 1.3 60 0  2105.5 1.26 60 0  2947 1.27 60 0  
158  2277 1.29 60 0  2989 1.27 60 0  2268 1.29 60 0  2976.5 1.23 60 0  
159  2156.5 1.26 60 0  2977 1.3 60 0  2148.5 1.26 60 0  2976.5 1.23 60 0  
160  2214 1.28 60 0  2960 1.33 60 0  2372.5 1.32 60 0  2990 1.29 60 0  
161  2355.5 1.32 60 0  2992.5 1.24 60 0  2336.5 1.31 60 0  2990 1.24 60 0  
162  2234.5 1.28 60 0  2992.5 1.26 60 0  2215 1.28 60 0  2988 1.24 60 0  
163  2186 1.28 60 0  2960 1.26 60 0  2275 1.29 60 0  2971.5 1.33 60 0  
164  2197 1.28 60 0  2961 1.3 60 0  2327 1.31 60 0  2986 1.31 60 0  
165  2219 1.28 60 0  2962.5 1.25 60 0  2186.5 1.28 60 0  2986 1.3 60 0  
166  2231.5 1.28 60 0  2969.5 1.24 60 0  2333.5 1.31 60 0  2986.5 1.25 60 0  
167  2383 1.32 60 0  2993.5 1.33 60 0  2279 1.29 60 0  2986.5 1.33 60 0  
168  2238.5 1.28 60 0  2993.5 1.34 60 0  2365.5 1.32 60 0  2985.5 1.26 60 0  
169  2254 1.29 60 0  2967 1.33 60 0  2219.5 1.28 60 0  2985.5 1.27 60 0  
170  2247.5 1.29 60 0  2967 1.25 60 0  2230 1.28 60 0  2959 1.33 60 0  
171  2254.5 1.29 60 0  2963.5 1.35 60 0  2407 1.34 60 0  2993.5 1.31 60 0  
172  2342 1.32 60 0  2988.5 1.27 60 0  2321.5 1.3 60 0  2993.5 1.24 60 0  
173  2373 1.32 60 0  2988.5 1.26 60 0  2276.5 1.29 60 0  2983 1.26 60 0  
174  2244 1.29 60 0  2984 1.29 60 0  2204 1.28 60 0  2965 1.33 60 0  
175  2317 1.3 60 0  2979.5 1.3 60 0  2312.5 1.31 60 0  2979.5 1.24 60 0  
176  2211.5 1.28 60 0  2979.5 1.3 60 0  2190.5 1.28 60 0  2979.5 1.33 60 0  
177  2286 1.29 60 0  2978.5 1.31 60 0  2178 1.28 60 0  2952 1.24 60 0  
178  2200.5 1.28 60 0  2978.5 1.33 60 0  2303.5 1.3 60 0  2979 1.33 60 0  
179  2324 1.31 60 0  2980 1.33 60 0  2187 1.28 60 0  2979 1.24 60 0  
180  2234 1.28 60 0  2980 1.3 60 0  2248 1.29 60 0  2960 1.26 60 0  
181  2369 1.32 60 0  2983.5 1.35 60 0  2241 1.29 60 0  2960 1.35 60 0  
182  2275 1.29 60 0  2983.5 1.33 60 0  2382.5 1.33 60 0  2991 1.33 60 0  
183  2275.5 1.29 60 0  2974 1.35 60 0  2266 1.29 60 0  2991 1.26 60 0  
184  2294 1.3 60 0  2976.5 1.33 60 0  2218.5 1.28 60 0  2964.5 1.33 60 0  
185  2193.5 1.28 60 0  2976.5 1.33 60 0  2180.5 1.28 60 0  2958 1.28 60 0  
186  2391.5 1.32 60 0  2996 1.24 60 0  2290 1.29 60 0  2978.5 1.24 60 0  
187  2258 1.29 60 0  2996 1.33 60 0  2280.5 1.29 60 0  2978.5 1.3 60 0  
188  2301 1.3 60 0  2972.5 1.27 60 0  2227.5 1.28 60 0  2974.5 1.35 60 0  
189  2197 1.28 60 0  2972.5 1.31 60 0  2372.5 1.32 60 0  2989 1.25 60 0  
190  2257.5 1.29 60 0  2963 1.33 60 0  2247 1.29 60 0  2989 1.33 60 0  
191  2223 1.28 60 0  2963 1.33 60 0  2331.5 1.32 60 0  2981 1.24 60 0  
192  2219 1.28 60 0  2963 1.24 60 0  2206.5 1.28 60 0  2981 1.33 60 0  
193  2310 1.31 60 0  2970 1.35 60 0  2360.5 1.32 60 0  2980 1.28 60 0  
194  2363 1.32 60 0  2987 1.31 60 0  2373.5 1.32 60 0  2992.5 1.3 60 0  
195  2280 1.29 60 0  2987 1.26 60 0  2310 1.31 60 0  2992.5 1.26 60 0  
196  2323.5 1.31 60 0  2982.5 1.25 60 0  2196 1.28 60 0  2975.5 1.31 60 0  
197  2227.5 1.28 60 0  2982.5 1.35 60 0  2352 1.32 60 0  2981 1.26 60 0  
198  2428 1.35 60 0  2996 1.28 60 0  2250 1.29 60 0  2981 1.26 60 0  
199  2265.5 1.29 60 0  2996 1.34 60 0  2263.5 1.29 60 0  2964 1.33 60 0  
200  2229.5 1.28 60 0  2965.5 1.3 60 0  2267 1.29 60 0  2964 1.33 60 0  
201  2281 1.29 60 0  2977.5 1.3 60 0  2228.5 1.28 60 0  2967.5 1.31 60 0  
202  2287 1.29 60 0  2977.5 1.31 60 0  2359.5 1.32 60 0  2986 1.26 60 0  
203  2382 1.33 60 0  2992 1.31 60 0  2270.5 1.29 60 0  2986 1.33 60 0  
204  2244.5 1.29 60 0  2992 1.25 60 0  2352 1.32 60 0  2986 1.24 60 0  
205  2235.5 1.28 60 0  2968.5 1.24 60 0  2138 1.26 60 0  2986 1.24 60 0  
206  2222 1.28 60 0  2967 1.3 60 0  2179.5 1.28 60 0  2946.5 1.31 60 0  
207  2233.5 1.28 60 0  2963 1.24 60 0  2245 1.28 60 0  2964.5 1.28 60 0  
208  2247 1.29 60 0  2963 1.31 60 0  2353 1.32 60 0  2981.5 1.3 60 0  
209  2273 1.29 60 0  2962.5 1.27 60 0  2372.5 1.33 60 0  2982.5 1.33 60 0  
210  2370 1.32 60 0  2984 1.35 60 0  2245 1.29 60 0  2982.5 1.33 60 0  
211  2232 1.28 60 0  2984 1.27 60 0  2264.5 1.29 60 0  2961 1.34 60 0  
212  2235.5 1.28 60 0  2959 1.25 60 0  2228 1.28 60 0  2960.5 1.33 60 0  
213  2257.5 1.29 60 0  2965.5 1.24 60 0  2272 1.29 60 0  2968.5 1.3 60 0  
214  2232 1.28 60 0  2965.5 1.24 60 0  2259 1.29 60 0  2968.5 1.24 60 0  
215  2405.5 1.34 60 0  2985 1.36 60 0  2284 1.29 60 0  2968.5 1.36 60 0  
216  2167 1.27 60 0  2985 1.27 60 0  2385.5 1.33 60 0  2995 1.24 60 0  
217  2267 1.29 60 0  2969.5 1.35 60 0  2234 1.28 60 0  2995 1.33 60 0  
218  2170 1.27 60 0  2969.5 1.3 60 0  2162 1.26 60 0  2960.5 1.24 60 0  
219  2189 1.28 60 0  2955.5 1.24 60 0  2307 1.3 60 0  2980 1.25 60 0  
220  2317 1.31 60 0  2979 1.33 60 0  2206.5 1.28 60 0  2980 1.33 60 0  
221  2391.5 1.34 60 0  2989 1.33 60 0  2297.5 1.3 60 0  2971.5 1.33 60 0  
222  2167.5 1.27 60 0  2989 1.3 60 0  2341.5 1.32 60 0  2982.5 1.31 60 0  
223  2197.5 1.28 60 0  2948 1.33 60 0  2374 1.32 60 0  2985 1.26 60 0  
224  2203.5 1.28 60 0  2960 1.24 60 0  2316 1.3 60 0  2985 1.31 60 0  
225  2319.5 1.31 60 0  2978.5 1.33 60 0  2281 1.29 60 0  2981.5 1.24 60 0  
226  2290.5 1.29 60 0  2978.5 1.31 60 0  2186.5 1.28 60 0  2971.5 1.33 60 0  
227  2258.5 1.29 60 0  2973.5 1.33 60 0  2234 1.28 60 0  2962.5 1.31 60 0  
228  2426 1.36 60 0  2995 1.28 60 0  2330 1.32 60 0  2976.5 1.35 60 0  
229  2300 1.3 60 0  2995 1.33 60 0  2315.5 1.31 60 0  2977 1.27 60 0  
230  2428 1.35 60 0  2998 1.35 60 0  2270.5 1.29 60 0  2977 1.35 60 0  
231  2195 1.28 60 0  2998 1.28 60 0  2182.5 1.28 60 0  2965 1.24 60 0  
232  2397.5 1.34 60 0  2989.5 1.26 60 0  2399 1.34 60 0  2992 1.26 60 0  
233  2262.5 1.29 60 0  2989.5 1.27 60 0  2274 1.29 60 0  2992 1.33 60 0  
234  2282 1.29 60 0  2963 1.35 60 0  2310.5 1.31 60 0  2971.5 1.35 60 0  
235  2357.5 1.32 60 0  2987 1.31 60 0  2285 1.29 60 0  2978 1.3 60 0  
236  2243.5 1.29 60 0  2987 1.29 60 0  2260.5 1.29 60 0  2978 1.3 60 0  
237  2405.5 1.34 60 0  2996 1.34 60 0  2370 1.32 60 0  2986 1.35 60 0  
238  2227 1.28 60 0  2996 1.26 60 0  2424.5 1.35 60 0  2999 1.26 60 0  
239  2234.5 1.29 60 0  2958 1.33 60 0  2238 1.29 60 0  2999 1.33 60 0  
240  2311.5 1.3 60 0  2983 1.3 60 0  2304 1.3 60 0  2982 1.3 60 0  
241  2214 1.28 60 0  2983 1.28 60 0  2369 1.32 60 0  2991.5 1.31 60 0  
242  2362.5 1.32 60 0  2988 1.24 60 0  2222 1.28 60 0  2991.5 1.3 60 0  
243  2168.5 1.27 60 0  2988 1.3 60 0  2353.5 1.32 60 0  2988.5 1.3 60 0  
244  1 0.8 60 0  2988 1.3 60 0  41.5 0.81 60 0  2988.5 1.3 60 0  
245  2136.5 1.26 60 0  2945.5 1.26 60 0  2181 1.28 60 0  2959.5 1.26 60 0  
246  2238.5 1.28 60 0  2954 1.34 60 0  2250 1.29 60 0  2960 1.33 60 0  
247  2289.5 1.3 60 0  2967.5 1.34 60 0  2261.5 1.29 60 0  2960 1.35 60 0  
248  2202.5 1.28 60 0  2967.5 1.28 60 0  2192 1.28 60 0  2960 1.25 60 0  
249  2546 1.44 60 0  3010 1.41 60 0  2472 1.41 60 0  2985.5 1.41 60 0  
250  2404 1.34 60 0  3010 1.33 60 0  2410.5 1.34 60 0  2996 1.33 60 0  
251  2350 1.32 60 0  2994.5 1.3 60 0  2362 1.32 60 0  2996 1.24 60 0  
252  2214 1.28 60 0  2984.5 1.3 60 0  2163.5 1.26 60 0  2986.5 1.33 60 0  
253  2242.5 1.29 60 0  2958.5 1.33 60 0  2224 1.28 60 0  2951.5 1.33 60 0  
254  2241.5 1.29 60 0  2959 1.3 60 0  2365 1.32 60 0  2985.5 1.33 60 0  
255  2351.5 1.32 60 0  2984 1.24 60 0  2321.5 1.31 60 0  2985.5 1.24 60 0  
256  2297 1.3 60 0  2984 1.3 60 0  2257.5 1.29 60 0  2981 1.34 60 0  
257  2392 1.33 60 0  2996.5 1.33 60 0  2287 1.29 60 0  2976 1.33 60 0  
258  2267.5 1.29 60 0  2996.5 1.35 60 0  2243 1.29 60 0  2976 1.26 60 0  
259  2387.5 1.33 60 0  2999 1.3 60 0  2356 1.32 60 0  2991 1.24 60 0  
260  2278 1.29 60 0  2999 1.33 60 0  2279.5 1.29 60 0  2991 1.29 60 0  
261  2306 1.3 60 0  2983.5 1.24 60 0  2337 1.31 60 0  2989 1.29 60 0  
262  2214.5 1.28 60 0  2983.5 1.27 60 0  2205.5 1.28 60 0  2989 1.31 60 0  
263  2322 1.31 60 0  2984.5 1.3 60 0  2282 1.29 60 0  2979 1.3 60 0  
264  2189 1.28 60 0  2984.5 1.24 60 0  2179.5 1.27 60 0  2979 1.23 60 0  
265  2 0.81 60 0  2984.5 1.24 60 0  1.5 0.81 60 0  2979 1.23 60 0  
266  0 0 60 0  0 0 60 0  0 0 60 0  0 0 60 0  
267  0 0 60 0  0 0 60 0  0 0 60 0  0 0 60 0  
268  0 0 60 0  0 0 60 0  0 0 60 0  0 0 60 0  
269  0 0 60 0  0 0 60 0  0 0 60 0  0 0 60 0  
270  0 0 60 0  0 0 60 0  0 0 60 0  0 0 60 0  
271  2221.5 1.28 60 0  2962.5 1.24 60 0  2192 1.28 60 0  2959.5 1.28 60 0  
272  4.5 0.8 60 0  2962.5 1.24 60 0  3 0.8 60 0  2959.5 1.28 60 0  
273  2217.5 1.28 60 0  2956 1.24 60 0  2213.5 1.28 60 0  2957.5 1.27 60 0  
274  2245 1.29 60 0  2972.5 1.31 60 0  2210.5 1.28 60 0  2966 1.3 60 0  
