182  8 2 13 0
183  25 17 26 28
184  21 8 23 14
185  53 46 37 35
186  22 20 33 19
187  17 0 13 2
188  16 6 33 4
189  40 25 32 20
190  30 10 29 17
191  41 17 31 30
192  40 25 37 41
193  53 13 27 43
194  45 13 32 47
195  25 3 17 25
196  63 29 56 56
197  63 31 48 49
198  45 23 32 48
199  49 19 43 40
200  53 29 41 47
201  50 11 28 21
202  33 4 29 23
203  29 0 26 17
204  29 22 32 35
205  36 15 38 49
206  44 19 35 51
207  35 10 31 34
208  36 2 33 34
209  60 16 46 42
210  63 56 50 61
211  63 33 46 59
212  62 17 50 53
213  32 9 23 34
214  32 12 24 37
215  49 32 46 54
216  51 16 38 29
217  63 51 63 63
218  46 29 53 54
219  43 19 46 42
220  63 59 63 63
221  34 0 27 27
222  56 32 48 42
223  44 11 42 46
224  50 31 53 26
225  1 2 2 0
226  21 6 20 0
227  10 0 8 0
228  25 0 0 10
229  32 25 16 8
230  33 18 25 11
231  28 13 20 9
232  18 0 0 0
233  37 31 41 33
234  46 20 23 11
235  21 2 14 4
236  26 2 13 0
237  32 46 44 24
238  63 63 63 63
239  34 28 32 7
240  49 30 34 36
241  15 0 9 1
242  18 8 13 0
243  36 23 15 13
244  12 6 2 0
245  47 18 23 8
246  32 25 29 7
247  20 0 25 10
248  35 25 46 19
249  10 0 15 0
250  32 23 21 13
251  36 11 25 5
252  34 27 36 14
253  56 38 45 41
254  37 25 32 21
255  40 27 37 26
256  38 25 40 29
257  39 24 44 42
258  43 29 53 46
259  22 17 27 29
260  20 18 44 42
261  24 21 38 21
262  45 41 56 51
263  39 36 60 63
264  48 42 53 46
265  48 37 52 43
266  45 41 63 53
267  34 22 47 44
268  48 26 63 54
269  63 63 63 63
270  36 22 59 38
271  61 43 63 56
272  63 63 63 63
273  57 36 63 49
274  38 39 60 39
275  44 43 56 42
276  48 24 63 43
277  21 33 57 46
278  49 33 63 56
279  35 20 50 37
280  46 43 50 45
281  43 27 50 49
282  50 51 63 62
283  49 36 59 49
284  45 39 58 46
285  44 32 58 49
286  45 45 63 42
287  48 43 61 51
288  0 13 15 17
289  1 8 15 21
290  36 49 35 34
291  6 15 24 13
292  10 19 17 27
293  24 38 37 27
294  6 46 40 39
295  4 1 7 15
296  0 0 0 16
297  0 4 0 0
298  8 6 0 17
299  20 41 23 30
300  0 15 8 6
301  30 32 34 39
302  0 10 0 14
303  0 16 0 7
304  3 19 6 11
305  11 24 1 15
306  18 33 32 26
307  0 6 17 10
308  29 42 34 30
309  9 18 13 14
310  12 18 17 18
311  0 3 0 1
312  34 42 36 45
313  32 38 38 32
314  16 32 38 40
315  11 20 19 24
316  23 52 30 42
317  63 63 63 63
318  53 63 49 61
319  24 38 39 52
320  0 2 15 43
321  3 8 40 41
322  24 22 44 59
323  0 0 7 27
324  63 63 63 63
325  0 1 25 40
326  11 25 42 55
327  0 0 9 45
328  0 0 0 26
329  0 0 24 39
330  5 0 23 47
331  0 0 8 0
332  1 0 32 42
333  0 0 8 31
334  0 0 8 20
335  0 0 0 22
336  0 0 13 27
337  0 0 26 36
338  0 0 14 32
339  2 14 35 39
340  14 13 26 52
341  0 5 23 44
342  0 0 28 45
343  0 0 22 31
344  0 0 21 31
345  0 0 11 28
346  0 3 36 41
347  0 0 0 32
348  0 0 7 27
349  0 0 0 18
350  0 0 10 27
351  0 7 25 47
352  0 0 25 60
353  0 6 38 60
354  0 3 48 55
355  13 0 30 56
356  0 0 0 22
357  0 13 46 63
358  0 0 32 43
359  10 11 33 63
360  0 0 37 61
361  3 15 38 44
362  0 0 15 46
363  11 13 38 59
364  0 0 23 32
365  2 0 32 41
366  0 0 39 63
367  57 53 63 63
368  0 0 23 36
369  63 63 63 63
370  63 63 63 63
371  63 63 63 63
372  63 63 63 63
373  63 63 63 63
374  63 63 63 63
375  0 0 26 29
376  0 0 19 40
377  0 0 31 45
378  0 0 12 37
379  0 0 42 57
380  0 0 21 43
381  12 20 46 58
382  0 10 44 63
383  26 15 39 63
384  25 5 37 42
385  32 15 54 48
386  32 14 51 63
387  22 0 32 50
388  3 0 32 35
389  31 8 55 45
390  63 63 0 63
391  20 7 41 42
392  34 17 61 61
393  31 14 58 60
394  0 4 32 44
395  63 63 0 0
396  5 0 26 29
397  10 0 31 32
398  1 0 33 38
399  8 0 30 30
400  28 17 52 55
401  25 9 53 53
402  31 21 57 62
403  14 4 43 50
404  8 1 49 38
405  43 32 63 63
406  36 19 61 53
407  26 16 45 54
408  0 0 31 30
409  38 25 61 60
410  50 8 63 61
411  39 31 58 63
412  17 1 33 49
413  27 0 35 48
414  31 10 49 39
415  12 0 32 35
416  33 47 49 63
417  25 30 43 59
418  38 57 56 63
419  35 51 39 62
420  30 40 30 63
421  24 20 28 53
422  37 58 50 63
423  23 28 41 60
424  63 63 63 63
425  26 41 41 58
426  32 41 43 59
427  43 44 47 63
428  42 57 60 63
429  46 63 52 63
430  58 62 60 63
431  31 41 32 63
432  26 32 36 63
433  37 34 31 63
434  25 35 22 57
435  29 42 29 61
436  33 36 43 63
437  43 39 32 63
438  11 26 29 57
439  41 59 61 63
440  54 57 58 63
441  54 63 57 63
442  43 63 50 63
443  27 35 34 57
444  41 51 60 63
445  22 35 38 58
446  63 63 63 63
447  36 39 39 58
448  38 45 45 63
449  52 63 63 63
450  30 40 58 63
451  50 63 63 63
452  33 46 63 63
453  31 41 37 63
454  28 48 47 63
455  46 58 61 63
456  55 63 63 63
457  38 56 47 63
458  49 63 63 63
459  41 55 63 63
460  37 57 50 63
461  28 47 51 63
462  14 42 47 63
463  32 38 49 63
464  24 42 46 63
465  46 52 56 63
466  49 63 63 63
467  13 37 47 63
468  49 63 63 63
469  47 50 63 63
470  48 60 57 63
471  27 63 50 63
472  31 56 61 63
473  22 31 35 63
474  34 52 50 63
475  10 27 24 63
476  25 53 61 63
477  40 57 56 63
478  11 27 32 63
479  32 49 50 63
480  0 0 29 47
481  7 0 37 53
482  0 1 19 38
483  4 0 28 44
484  0 0 17 32
485  0 0 25 38
486  0 0 8 31
487  0 0 20 43
488  0 0 32 55
489  0 0 23 37
490  0 0 15 40
491  4 0 22 47
492  0 0 24 44
493  12 7 51 54
494  10 4 32 63
495  0 0 17 42
496  0 0 0 15
497  0 0 16 41
498  0 0 18 31
499  0 0 36 46
500  0 0 0 28
501  0 0 23 32
502  0 0 25 49
503  0 0 6 31
504  0 0 33 47
505  0 0 3 19
506  0 0 20 30
507  0 0 15 39
508  0 0 34 39
509  1 0 36 49
510  0 4 38 45
511  0 0 9 36
512  0 0 0 0
513  9 0 0 5
514  5 0 0 10
515  5 0 0 0
516  0 0 0 19
517  0 0 0 0
518  24 0 4 18
519  18 0 0 7
520  1 0 0 0
521  0 0 0 0
522  6 0 0 11
523  0 0 0 8
524  0 0 0 0
525  7 0 0 10
526  22 24 10 21
527  0 0 0 0
528  27 0 0 7
529  8 0 0 16
530  0 0 0 0
531  6 10 0 12
532  19 0 6 17
533  14 0 0 4
534  43 0 16 30
535  0 0 0 0
536  0 0 0 10
537  0 0 0 0
538  14 0 0 7
539  28 0 7 22
540  63 63 63 63
541  63 0 63 0
542  13 0 0 2
543  5 0 0 6
544  26 0 7 9
545  28 2 0 0
546  32 1 7 11
547  6 0 0 0
548  20 0 0 0
549  8 0 0 4
550  33 2 9 5
551  22 0 4 0
552  22 0 0 0
553  19 0 0 0
554  46 0 0 19
555  26 0 0 0
556  34 2 18 19
557  27 0 0 0
558  41 9 22 22
559  18 0 0 23
560  6 0 0 0
561  18 0 0 0
562  32 0 2 5
563  24 0 8 6
564  26 0 0 5
565  42 17 24 19
566  28 0 16 9
567  31 0 0 0
568  9 0 0 0
569  14 0 0 4
570  32 0 0 10
571  23 0 0 15
572  30 0 1 12
573  55 11 18 26
574  9 0 0 0
575  16 0 8 13
576  37 6 48 50
577  63 40 50 63
578  53 6 38 41
579  43 0 35 40
580  56 18 61 63
581  29 5 32 44
582  57 15 47 58
583  28 0 16 29
584  28 0 18 29
585  29 0 26 33
586  59 4 51 63
587  59 17 59 63
588  44 0 40 40
589  50 10 55 58
590  37 0 34 48
591  39 32 53 45
592  40 0 36 47
593  55 7 50 62
594  47 10 54 56
595  54 7 58 52
596  55 9 42 47
597  29 11 37 44
598  42 4 50 51
599  30 2 31 38
600  31 0 23 40
601  45 10 48 53
602  50 20 52 49
603  53 24 60 58
604  23 2 35 42
605  41 0 34 43
606  51 19 47 52
607  26 0 33 33
608  63 63 63 63
609  63 63 63 59
610  63 57 54 45
611  63 63 63 63
612  59 63 63 38
613  63 63 63 63
614  63 63 63 63
615  63 63 44 48
616  61 42 54 27
617  63 63 63 59
618  63 63 63 63
619  63 60 59 51
620  63 63 63 56
621  57 48 47 42
622  63 63 56 53
623  54 38 35 23
624  63 63 63 41
625  63 63 60 49
626  63 63 63 63
627  63 63 63 63
628  63 63 63 63
629  63 63 63 63
630  63 63 55 61
631  53 47 32 39
632  63 63 63 63
633  63 63 51 52
634  63 63 63 48
635  49 51 46 34
636  60 54 47 40
637  63 59 55 47
638  63 63 63 63
639  63 62 43 46
